"id","Seen_StarWars","Fan","Han_Solo","Luke_Skywalker","Princess.Leia","Anakin.Skywalker","Obi_Wan","Emperor_Palpatine","Darth_Vader","Lando_Calrissian","Boba.Fett","C3P0","R2D2","Jar_Jar_Binks","Padme_Amidala","Yoda","Who_shot_first","Gender","Age","Household_Income","Education"
3290203063,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","I don't understand this question","Male",53,"$150,000+","Bachelor degree"
3290201752,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Very favorably","Very favorably","","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Han","Female",85,"$150,000+","High school degree"
3290196296,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Greedo","Female",58,"$50,000 - $99,999","Some college or Associate degree"
3290193368,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290191566,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","I don't understand this question","Female",44,"$0 - $24,999","Some college or Associate degree"
3290188213,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","Han","Male",21,"","Bachelor degree"
3290185244,"Yes","No","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","I don't understand this question","Female",21,"$50,000 - $99,999","Bachelor degree"
3290184813,"No","","","","","","","","","","","","","","","","","",NA,"",""
3290182531,"No","","","","","","","","","","","","","","","","","Female",73,"$50,000 - $99,999","Some college or Associate degree"
3290180442,"No","","","","","","","","","","","","","","","","","Female",77,"","Some college or Associate degree"
3290176915,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290176563,"Yes","Yes","Very favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Han","Female",19,"$50,000 - $99,999","Some college or Associate degree"
3290174629,"No","","","","","","","","","","","","","","","","","Male",70,"$100,000 - $149,999","Graduate degree"
3290174048,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290173775,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Female",73,"$50,000 - $99,999","Some college or Associate degree"
3290173176,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Han","Male",24,"$25,000 - $49,999","Graduate degree"
3290167473,"Yes","No","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","I don't understand this question","Male",61,"$150,000+","Bachelor degree"
3290164098,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290159455,"No","","","","","","","","","","","","","","","","","Male",65,"$0 - $24,999","High school degree"
3290159056,"No","","","","","","","","","","","","","","","","","Female",75,"$25,000 - $49,999","Less than high school degree"
3290157529,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","I don't understand this question","Female",21,"$100,000 - $149,999","Bachelor degree"
3290149698,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","","","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Female",44,"$0 - $24,999","Graduate degree"
3290148834,"Yes","No","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","I don't understand this question","Female",18,"$25,000 - $49,999","Some college or Associate degree"
3290145517,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","I don't understand this question","Male",60,"$50,000 - $99,999","Bachelor degree"
3290142232,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Han","Male",24,"$50,000 - $99,999","Bachelor degree"
3290139192,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",82,"$50,000 - $99,999","Graduate degree"
3290137793,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","","Very unfavorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Greedo","Female",82,"","Some college or Associate degree"
3290128978,"No","","","","","","","","","","","","","","","","","Female",39,"$0 - $24,999","Graduate degree"
3290128468,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",67,"$50,000 - $99,999","Graduate degree"
3290127670,"No","","","","","","","","","","","","","","","","","Female",72,"$50,000 - $99,999","Some college or Associate degree"
3290125801,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",85,"$150,000+","Graduate degree"
3290125784,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Male",34,"$50,000 - $99,999","Some college or Associate degree"
3290125550,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Male",22,"$25,000 - $49,999","High school degree"
3290125357,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Han","Male",37,"$50,000 - $99,999","High school degree"
3290124259,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","I don't understand this question","Male",20,"$150,000+","High school degree"
3290116629,"No","","","","","","","","","","","","","","","","","Female",75,"","Graduate degree"
3290116182,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",35,"$100,000 - $149,999","Bachelor degree"
3290109779,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Male",34,"$50,000 - $99,999","Some college or Associate degree"
3290103593,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Very favorably","Greedo","Female",53,"$0 - $24,999","Bachelor degree"
3290099797,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Greedo","Female",32,"$100,000 - $149,999","Some college or Associate degree"
3290097546,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Greedo","Male",74,"","Graduate degree"
3290097268,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290095220,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290094384,"No","","","","","","","","","","","","","","","","","Female",75,"$25,000 - $49,999","Some college or Associate degree"
3290083352,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290082468,"No","","","","","","","","","","","","","","","","","Male",40,"$25,000 - $49,999","Bachelor degree"
3290081504,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290081040,"No","","","","","","","","","","","","","","","","","Female",34,"$25,000 - $49,999","Some college or Associate degree"
3290076587,"No","","","","","","","","","","","","","","","","","Female",52,"$25,000 - $49,999","High school degree"
3290071379,"No","","","","","","","","","","","","","","","","","Female",73,"$50,000 - $99,999","Some college or Associate degree"
3290070395,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Female",74,"$50,000 - $99,999","Some college or Associate degree"
3290068892,"Yes","No","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","Female",70,"$50,000 - $99,999","Graduate degree"
3290068765,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Greedo","Male",55,"$100,000 - $149,999","Some college or Associate degree"
3290063543,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","","I don't understand this question","Female",82,"$100,000 - $149,999","Some college or Associate degree"
3290062936,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290061815,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Very favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Very unfavorably","Very unfavorably","Very favorably","Very favorably","Han","Male",76,"$50,000 - $99,999","Graduate degree"
3290058506,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",64,"$25,000 - $49,999","Some college or Associate degree"
3290058216,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","I don't understand this question","Female",33,"$50,000 - $99,999","High school degree"
3290050695,"No","","","","","","","","","","","","","","","","","",NA,"",""
3290049932,"No","","","","","","","","","","","","","","","","","Male",47,"$25,000 - $49,999","Some college or Associate degree"
3290049231,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",47,"$25,000 - $49,999","Graduate degree"
3290048884,"Yes","Yes","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Male",54,"","Some college or Associate degree"
3290047842,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Very favorably","Greedo","Male",34,"$100,000 - $149,999","Bachelor degree"
3290047689,"No","","","","","","","","","","","","","","","","","Female",63,"","Some college or Associate degree"
3290047483,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Greedo","Male",50,"$25,000 - $49,999","Some college or Associate degree"
3290046627,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Han","Female",22,"$25,000 - $49,999","Bachelor degree"
3290042369,"Yes","Yes","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",78,"$100,000 - $149,999","Graduate degree"
3290038794,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","","Very unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",55,"$150,000+","Graduate degree"
3290034196,"Yes","No","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","I don't understand this question","Female",28,"","Some college or Associate degree"
3290032864,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",59,"$100,000 - $149,999","Graduate degree"
3290029531,"Yes","Yes","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","","I don't understand this question","Female",62,"$100,000 - $149,999","Some college or Associate degree"
3290024333,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Male",81,"$25,000 - $49,999","Some college or Associate degree"
3290022302,"Yes","No","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Han","Male",25,"$25,000 - $49,999","Bachelor degree"
3290019869,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Greedo","Male",69,"$25,000 - $49,999","Bachelor degree"
3290019779,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290018381,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Female",66,"$25,000 - $49,999","Graduate degree"
3290017901,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290014606,"No","","","","","","","","","","","","","","","","","Female",62,"","Graduate degree"
3290013239,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290011286,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",50,"","Graduate degree"
3290010419,"Yes","No","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat unfavorably","Very unfavorably","Very unfavorably","Somewhat unfavorably","Somewhat unfavorably","Very unfavorably","I don't understand this question","Male",67,"$100,000 - $149,999","Graduate degree"
3290008538,"No","","","","","","","","","","","","","","","","","Female",69,"","Some college or Associate degree"
3290005674,"Yes","Yes","Somewhat favorably","Very favorably","Somewhat unfavorably","Very unfavorably","Somewhat unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat unfavorably","Greedo","Female",60,"$0 - $24,999","Some college or Associate degree"
3290002601,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","I don't understand this question","Female",19,"$0 - $24,999","Graduate degree"
3289997713,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Male",70,"$50,000 - $99,999","Bachelor degree"
3289997196,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Han","Male",53,"","Bachelor degree"
3289996800,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",18,"$0 - $24,999","Bachelor degree"
3289996025,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Greedo","Female",42,"$100,000 - $149,999","Graduate degree"
3289995352,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Greedo","Female",63,"$25,000 - $49,999","Bachelor degree"
3289993284,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",41,"$50,000 - $99,999","Graduate degree"
3289991708,"No","","","","","","","","","","","","","","","","","Male",39,"$0 - $24,999","High school degree"
3289989311,"No","","","","","","","","","","","","","","","","","Female",37,"$0 - $24,999","High school degree"
3289988393,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Greedo","Female",63,"$50,000 - $99,999","Some college or Associate degree"
3289987865,"No","","","","","","","","","","","","","","","","","Female",57,"","Graduate degree"
3289986698,"Yes","No","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Female",72,"$100,000 - $149,999","Some college or Associate degree"
3289985995,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","I don't understand this question","Male",69,"$50,000 - $99,999","Some college or Associate degree"
3289980534,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",65,"","Graduate degree"
3289973506,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",34,"","Graduate degree"
3289972382,"No","","","","","","","","","","","","","","","","","Female",63,"$0 - $24,999","Some college or Associate degree"
3289971452,"No","","","","","","","","","","","","","","","","","Male",66,"$50,000 - $99,999","Some college or Associate degree"
3289971256,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Male",43,"","Bachelor degree"
3289963393,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",70,"$150,000+","Bachelor degree"
3289962839,"No","","","","","","","","","","","","","","","","","Female",41,"",""
3289962614,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Greedo","Male",61,"$50,000 - $99,999","Graduate degree"
3289956408,"No","","","","","","","","","","","","","","","","","Female",78,"$25,000 - $49,999","Some college or Associate degree"
3289955364,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",50,"$50,000 - $99,999","Some college or Associate degree"
3289952496,"Yes","Yes","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Male",41,"$50,000 - $99,999","Some college or Associate degree"
3289951011,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",84,"$50,000 - $99,999","Bachelor degree"
